"year","number","question","answer","choice1","choice2","choice3","choice4","choice5"
"2024","11","林分の発達段階に関する次の記述のうち、最も不適切なものはどれか。","4","①林分の発達段階は、大きなかく乱を受けた後の林分の構造又は機能が、時間的に変化する段階的特色を類型化したものをいう。","②台風や皆伐などによるかく乱を受けた後、林分が一斉に更新し、その後大きなかく乱がない場合、林分の発達段階はふつう更新段階（林分成立段階）、若齢段階、成熟段階、老齢段階の4段階に分けられる。","③更新段階（林分成立段階）は、かく乱によって生じた更新面が十分な光を得て、さまざまな植物が侵入し競争する段階である。前生の萌芽、埋土種子の発芽もあるが、新たな種子の散布による草本類や木本類の発生も多い。","④若齢段階は、上層木の樹冠同士に透き間ができて林内の相対照度がある程度高まり、低木層が成立する段階である。耐陰性の灌木（かんぼく）性種が多い。","⑤老齢段階は、上層を優占していた個体の中に、寿命がきたりして枯死するものが現われ、その部分を中心に光環境がよくなり、それまで成長を抑制されていた木層の木が亜高木層、高木層へと成長し、階層構造が複雑になる段階である。"
"2024","12","森林の環境要素に関する次の記述のうち、最も不適切なものはどれか。","2","①木にとっての水は、器官のしおれ防止、物質の合成・分解・転流、養分の吸収、温度調節などに必要である。","②蒸散は葉温を下げ、根からの水や栄養塩類の吸収・移動を増加させる。日中、気孔が開くとき蒸散によって葉内の水分が失われるが、気孔が閉じると蒸散は行われない。","③光合成による物質生産と呼吸による消費量が釣合う光度を光補償点という。光補償点以上では、強度に伴って純光合成速度は増加するが、次第に増加割合は減少し光飽和点に達する。","④弱光に耐えて生育できる性質を耐陰性という。耐陰性は、樹種ごとの生きていくための最少受光量によって決まる。","⑤温度はエネルギー収支、植物の物質代謝、成長などに大きく影響を及ぼす。気候帯を温度によって分類すると寒帯、温帯、熱帯などに区分される。"
"2024","13","森林認証制度に関する次の記述のうち、最も不適切なものはどれか。","3","①森林認証制度は、第三者機関が、森林経営の持続性や環境保全などの基準に基づき森林を認証するとともに、認証森林から産出される木材及び木材製品を非認証材と分別、表示管理し、消費者の選択的な購入を促す仕組みである。","②米国、カナダ、日本それぞれにおけるFSC又はPEFCによる認証面積の森林面積に占める割合は、令和4（2022）年12月現在、カナダが約4割、次いで米国と日本が約1割となっている。","③日本における森林認証は、森林管理協議会が管理する「FSC認証」と一般社団法人緑の循環認証会議が管理する我が国独自の「SGEC認証」がある。「SGEC認証」は、ヨーロッパ11か国の認証組織により発足した森林認証制度相互承認プログラム（PEFC）による「PEFC認証」との相互承認の実現が待たれている。","④令和7（2025）年日本国際博覧会（大阪・関西万博）の持続可能性に配慮した調達コードにおいて、木材については、伐採の際に生産国等における森林に関する法令等に違反していないものであること等の基準が示されており、FSC、PEFC、SGECによる認証材については、これらの基準への適合度が高いものとして原則認めることとされている。","⑤認証材は、外見は非認証材と区別がつかないことから、両者が混合しないよう、加工及び流通過程において、その他の木材と分別管理する必要があり、各工場における木材及び木材製品の分別管理体制を審査し、承認する制度（CoC認証）が導入されている。"
"2024","14","森林の獣害や被害対策などに関する次の記述のうち、最も不適切なものはどれか。","1","①ニホンジカの主な被害対策は、個体数調整（個体群管理）、被害防除、生息環境管理の3つのアプローチがある。個体数調整において、ニホンジカの個体数を効果的に調整するには、メスよりもオスを主体とした捕獲が必要である。","②ノウサギ類の林業被害は、枝葉採食と皮食があり、主軸切断に伴う枝葉採食は、木の成長を著しく阻害する。枝葉の採食面は鋭く切断されることから、採食痕からニホンジカやニホンカモシカによる枝葉食との識別が可能である。","③ツキノワグマの林業被害は主に樹皮剥皮で、対象種はスギ、ヒノキ、カラマツといった針葉樹のほか、広葉樹各種にもみられる。主な対策は、樹幹にプラスチック製のテープや剥皮防止帯、ネットなどを巻く物理的防除がある。","④野ネズミ類の林業被害は、樹皮採食、根食が主である。主な対策は、罠などによる捕獲、殺鼠剤の空中散布のほか、地ごしらえにおける枝条の除去なども効果がある。","⑤林業被害をもたらす哺乳類は、時代とともに変化してきており、1950〜1970年代にかけては、野ネズミ類とノウサギ類が主な加害獣であった。1980年代以降はニホンカモシカ、ニホンジカによる被害が増加し、現在ではニホンジカによる被害が多くを占める。"
"2024","15","保安林に関する次の記述のうち、最も不適切なものはどれか。","2","①保安林は、「水源のかん養」、「土砂の流出の防備」など森林法第25条第1項第1号から第11号に掲げる目的を達成するため必要があるときに指定される。","②令和4（2022）年度森林・林業白書によると令和3（2021）年度末で、全国の森林面積の約75%の森林が保安林に指定されており、水源かん養保安林と土砂流出防備保安林の2種類の保安林で全保安林面積の約半数を占める。","③保安林においては、特定の場合を除き、都道府県知事の許可を受けなければ、立木を伐採する行為や、下草、落葉若しくは落枝を採取する行為、土地の形質を変更する行為をしてはならない。","④保安林の指定の目的を達成するための必要最小限の制限として、立木の伐採の方法及び限度並びに立木を伐採した後において当該伐採跡地について行う必要のある植栽の方法、期間及び種が、指定施業要件として定められている。","⑤保安施設事業とは、森林法第25条第1項第1号から第7号までに掲げる目的を達成するために行う、森林の造成事業又は森林の造成若しくは維持に必要な事業をいう。"
"2024","16","森林水文に関する次の記述のうち、最も不適切なものはどれか。","5","①森林に降った降水が樹冠（木の葉や枝）で遮断され、地面に到達することなくそのまま植物への吸水や蒸発で失われる成分を樹冠遮断損失といい、失われずに地面に到達する成分を林内雨という。","②蒸発散とは、地表面（植生面を含む）における蒸発と植物の蒸散を合わせたもので、その量は地表面から大気に輸送される水蒸気の総量に相当する。","③雨水は種々のプロセスを経て斜面から流出し、山地河川の流出波形を形成する。流出強度の時系列を示した図はハイドログラフと呼ばれ、これに対し降雨強度の時系列を示した図はハイエトグラフと呼ばれている。","④森林流域において、植生の葉に付着した雪の一部は、大気へ昇華したり、無林地へ吹き飛ばされたりするため、森林植生が発達した森林ほど林床の積雪量は少ないが、日射の林床への透過が少ないので、融雪は抑制される。","⑤森林に覆われた流域において、土壌に浸透することなく地表面を直接流れるホートン地表流は、地表面に与えられた降雨強度や土壌の浸透強度に関係なく発生する。"
"2024","17","治山ダムに関する次の記述のうち、最も不適切なものはどれか。","4","①治山ダムの放水路の位置は、治山ダム設置箇所の上下流の渓流の状態、流水の方向等を考慮して決定する。","②重力式治山ダムの天端厚は、流送砂礫の大きさ、越流水深、上流側の勾配等を考慮して、一般荒廃渓流であれば通常1.5mの厚さを目安として決定する。","③重力式治山ダムは、自重によって水圧、土圧等の外力に抵抗するものであり、その安定を保つために、転倒に対する安定、滑動に対する安定、堤体の破壊に対する安定及び基礎地盤に対する安定の4条件全てを満たさなければならない。","④重力式治山ダムの下流のりは、放水路を越流して落下する石礫、流木等によって越流部の下流のり面が損傷するおそれがあるため、必ず直としなければならない。","⑤治山ダムは、渓流の縦侵食及び横侵食の防止により渓床の安定、山脚の固定及び土砂の流出の抑止・調節を図ることを目的に設置する。"
"2024","18","山腹基礎工に関する次の記述のうち、最も不適切なものはどれか。","3","①土留工は、不安定な土砂の移動の防止、山腹斜面勾配の修正、表面水の分散を図るほか、水路工、暗きょ工等の基礎とすることを目的とする。","②のり切工は、崩壊地の外縁及び内部の崩壊のおそれのある部分に対して、より安定した勾配に切りして整形し、崩壊及び崩壊の拡大を防止することを目的とする。","③埋設工は、地下水や浸透水を速やかに排除して、斜面の崩壊、流動化を防止することにより、斜面の安定を図ることを目的とする。","④水路工は、雨水、湧水等を集水・排水して、山腹斜面の表面侵食の防止及び浸透による土の粘着力の低下、間隙水圧の増大の防止を目的とする。","⑤山腹基礎工は、崩壊又は拡大崩壊のおそれのある山腹斜面に対して、複数の工種を組合せて山腹斜面の安定を図るとともに、山腹緑化工による植生の導入を行うための環境を整備するものである。"
"2024","19","斜面崩壊や土石流に関する次の記述のうち、最も不適切なものはどれか。","5","①斜面崩壊とは、急勾配をなす斜面表層の土砂や岩石が地中内に形成されたすべり面を境にしてすべり落ちる現象で、一般に、「山崩れ」や「土砂崩れ」といわれている。","②斜面崩壊は、斜面を構成する土層内のせん断強度が、風化などにより徐々に低下したり豪雨や融雪時に含水率や地下水深が上昇することにより一時的に低下し、斜面土層に作用するせん断力を下回った場合に発生する。","③表層崩壊の崩壊形態は、崩壊深に比べて崩壊面積が大きく、すべり面の形状も平面的なものがその大部分を占めている。","④透水性の大きい表土層とその下部に位置する難透水層との透水係数の不連続性によって、地下水帯が形成されるとともに土壌水分量が増加することによって土塊が不安定となることも表層崩壊発生原因の1つである。","⑤土石流とは水と土砂や石礫からなる混合物が一種の流体となって移動する現象であり、流下する距離は山崩れや地すべりに比べて短く、流下する速度も地すべりに比べると遅い。"
"2024","20","山腹緑化工に関する次の記述のうち、最も不適切なものはどれか。","1","①山腹緑化工は、植生の生育基盤を造成又は改善する柵工、筋工、伏工、暗きょ工、航空実播工等の緑化基礎工と植生を導入する植生工に分けられる。","②柵工は、堆積土砂や侵食を受けやすい地山等において、土砂の流出やガリーの発達を防止する等、簡易な土留工的な手法や整地した斜面に植栽の場を設ける手段として用いる。","③筋工は、斜面の雨水の分散を図り、地表侵食を防止するとともに、植生の早期導入のため生育環境の改善を図ることを目的とする。","④伏工は、粗しょうな土質の斜面又は急傾斜地を自然・人工資材により覆うことによって、降雨、凍上等による表面侵食の防止を図るとともに、種子や肥料等の流出防止、保湿・保温効果により種子等の発芽・生育環境を整えるために設ける。","⑤山腹緑化工を行う場合は、在来緑化植物材料を使用するなど当該地域における生物多様性保全に十分配慮することが望ましい。また、外来緑化植物を使用する場合は、周辺の生態系保全等に配慮して、自然植生の回復が図られるよう植生遷移を踏まえた適切な利用・管理を行うことが望ましい。"
"2024","21","測量に関する次の記述のうち、最も不適切なものはどれか。","1","①渓間工の平面測量は、渓流の横断面の地形を測定し、横断方向における渓間工の規模等を決定するために行うものとし、測量の結果に基づいて横断面図を作成する。","②水準測量をその方法により大別すると、直接水準測量と間接水準測量の2つになるが、直接水準測量で精密な測量を行う場合に大切なことは後視と前視との距離をほぼ等しくすることである。","③セオドライト（トランシット、経緯儀）は、望遠鏡と精密な目盛盤を備えた精度の高い測角器械で、主として水平角及び鉛直角を正確に測るのに用いられる。","④多角測量（トラバース測量）は、トータルステーション等を用いて長い線長を容易に高精度で観測できるので、GNSS測量とともに基準点測量に適用されている。","⑤山腹工の縦断測量は、崩壊地等の主要な縦断面の地形を測定し、縦断方向における工種配置、規模等を決定するために行うものとし、測量の結果に基づいて縦断面図を作成する。"
"2024","22","林道規程に関する次の記述のうち、最も不適切なものはどれか。","2","①路肩とは、道路の主要構造部を保護し、車道の効用を保つために車道に接続して設けられる帯状の道路の部分をいう。","②自動車道3級の設計速度は、幹線の場合、30km／時又は20km／時である。","③自動車道の設計速度に応じて自動車道の縦断勾配の最大値が定められている。","④自動車道の設計に当たっては、第1種自動車道ではセミトレーラが、第2種自動車道では普通自動車又は小型自動車が安全かつ円滑に通行できるようにする。","⑤車道の曲線半径は、当該自動車道の設計速度に応じ、規定値以上とすることが定められている。"
"2024","23","森林作業道の盛土・切土に関する次の記述のうち、最も不適切なものはどれか。","4","①盛土の土量が不足する場合は、安易に切土を高くして山側から谷側への横方向での土量調整を行って補うのではなく、当該盛土の前後の路高の調整など縦方向での土量調整を行う。","②盛土のり面勾配は、盛土高や土質等にもよるが、概ね1割より緩い勾配とする。やむを得ず盛土高が2mを超える場合は、1割2分より緩い勾配とする。","③切土のり面勾配は、例外はあるが、標準の勾配は、よく締まった崩れにくい土砂の場合は6分、風化の進度又は節理の発達の遅い岩石の場合は3分である。","④盛土の強度や支持力を損なうおそれがあるため、路体の構築では根株や枝条残材などの有機物は盛土路体に完全に埋設する。","⑤盛土の締固め施工中に建設機械のクローラ等が沈下し、ぬかるみやすい緊結度の低い土砂では、盛土部分と地山を区分せず、路体全体に盛土を行い、締固め、路体の安定を図る。"
"2024","24","林道及び森林作業道の排水施設に関する次の記述のうち、最も不適切なものはどれか。","3","①林道の「のり面排水施設」は、雨水等による切土のり面や盛土のり面の崩壊等を防止するために設置する。","②林道の側溝の通水断面の流量計算及び構造上の設計計算は、特別な場合を除き行わない。","③林道の側溝は、路面水及び林道敷地外などから局所的に流入する地表水、湧水を排除することを目的とする。","④林道の洗越工は、設置箇所の通常時の流量と雨水流出量との差や石礫等の流下状況等の条件に応じて適切な構造により設置する。","⑤土構造を基本とする森林作業道では、波形勾配を利用してこまめな分散排水を行うこととされているが、波形勾配による分散排水が困難な場合、又は地下水の湧出、地形的な条件による地表水の局所的な流入若しくは滞水がある場合は、状況に適した排水施設を設置する。"
"2024","25","伐出作業に関する次の記述のうち、最も不適切なものはどれか。","1","①全幹方式は、伐採地において枝を払い、造材を行い、玉切りされた状態で集材する作業システムであり、cut-to-length（CTL）システムとも呼ばれる。","②集材時の材の形状によって、作業システムは短幹方式、全幹方式、全木方式の3つに大別される。","③木材の生産作業は、伐倒作業・造材作業・集材作業・運材作業の4工程に大きく分けられる。","④全木方式は、伐採地では伐倒作業のみを行い、枝葉がついたまま集材する。土場で造材を行うため、土場に枝条が蓄積される。","⑤集材作業は、伐倒又は伐倒・造材された木材を伐採地から土場などへ集める作業である。"
"2024","26","作業の安全に関する次の記述のうち、最も不適切なものはどれか。","2","①ハーベスタ又はプロセッサによる造材作業では、ブーム、アームを最大に伸ばした距離の2倍以上を半径とする円内と材を送る方向に他の作業者がいないことを確認しながら作業を行う。","②チェーンソーによる伐倒作業においては、安全基準に適合した防護ズボンの着用が義務付けられていることから、チャップスは用いてはならない。","③チェーンソーで胸高直径が20cm以上の立木を伐倒する際には、受け口を作らなければならない。","④刈払機による刈払い作業中は、作業者から5m以内を危険区域として、区域内には他の作業者を立ち入らせないようにする。","⑤ワイヤロープの廃棄基準（使用禁止基準）には、素線の断線率、摩耗による直径の減少、キンク、著しい形くずれ又は腐食がある。"
"2024","27","車両系林業機械に関する次の記述のうち、最も不適切なものはどれか。","4","①装軌式は、履帯の材質に金属とゴムがあるが、いずれも最高速度は十数km／時と走行速度は比較的低い。","②装輪式は、大径低圧ゴムタイヤを装備した総輪駆動車両が多く、機種によっては最高速度が30km／時近くに達するなど、走行速度は比較的高い。","③車両のけん引力は、エンジン出力による推進力、走行装置の粘着力に基づく推進力、走行斜面の勾配などに起因する転倒に対する安定条件によって制限される。","④アーティキュレート式操舵方式は、左右の履帯の速度差を利用して旋回する。","⑤前（後）輪操舵方式は、前（後）2輪の角度を変えて旋回するため、内輪差を生じ、旋回半径は比較的大きい。"
"2024","28","架線集材に関する次の記述のうち、最も不適切なものはどれか。","1","①林業架線の主索の原索中央垂下比とは、無負荷時の主索の支間中央における垂下量の支間距離に対する割合である。","②異なる2本のワイヤロープを直線状に継ぐ方法として、ロングスプライスやショートスプライスなどがある。","③ワイヤロープの破断荷重をロープにかかる最大張力で割った値が、ワイヤロープの安全係数（安全率）である。","④林業架線の各部の名称と略号について、先柱の略号はTT、中間柱の略号はHTである。","⑤架線の直下から離れた側方にある材を荷掛けして、架線の直下まで引出す作業を横取り作業という。"
"2024","29","木材の組織・構造に関する次の記述のうち、最も不適切なものはどれか。","4","①幹の最外部には樹皮があり、内側に向かって形成層、二次木部が存在し、中心には髄があるが、これらのうち木材として利用する部分は二次木部である。","②広葉樹では、特徴的な木理や細胞の特異な配列によって材面に工芸的な価値を持った模様が現れる。これを特に杢（もく）と呼ぶ。","③樹脂道とは、エピセリウム細胞に囲まれた細胞間隙であり、軸方向に伸びる軸方向樹脂道と放射組織内に生じる放射樹脂道がある。","④シリカとは、二酸化ケイ素の粒子であり、温帯産の木材では放射柔細胞や軸方向柔細胞、木部組織に存在することが多く、木材を加工する刃物を痛める原因となる。","⑤ぜい心とは、樹心付近の成長応力に加えて風などの外力の作用により樹心部の繊維状細胞が圧縮破壊され、正常材に比べて力学的性能が極めて低い部分である。"
"2024","30","木材の機械加工に関する次の記述のうち、最も不適切なものはどれか。","4","①木材の鋸挽きに使用される帯鋸には、鋸の走行を安定させ、挽き曲がりを防ぐために、ロール掛けにより鋸幅の中央付近を長手方向に伸ばす腰入れと、背側ほど伸ばす背盛りという塑性加工処理などが行われる。","②木材加工用機械（丸鋸盤、帯鋸盤、かんな盤、面取り盤及びルーター）を5台以上有する事業場では、木材加工用機械作業主任者を選任しなければならない。","③主にCO2レーザーを用いる木材のレーザー加工は、紙器やジグソーパズルの抜き型であるシナノキ合板製のダイボードの刃物を埋める断続溝の加工などに使われる。","④木材の回転削り加工において、切削方向と送り方向が向き合う切削形態を下向き切削、一致する切削形態を上向き切削という。","⑤木材の平削り加工において発生する切くずの形は、一般的に流れ形と折れ形の形成時に切削面が良好となり、縮み形やむしれ形では切削面の性状は悪くなる。"
"2024","31","木材の乾燥に関する次の記述のうち、最も不適切なものはどれか。","2","①木材乾燥の必要性として、使用場所に応じた含水率に変化する過程で生じる収縮や変形を防止する、強度的性能を上げるなどが挙げられる。","②乾燥初期にはまず表層で乾燥収縮するが、内層部はまだ乾燥収縮しないため、表層で圧縮応力が生じ、内層部は引張応力となる。","③板材の乾燥変形には、幅ぞり、曲がり、そり、ねじれ等があり、木材が元々持つ収縮異方性、未成熟材から成熟材に至る軸方向収縮率の違い、らせん木理などの材質が主な原因である。","④燻煙炉内で丸太を処理する燻煙熱処理により、丸太の成長応力が緩和するため、製材時のひき曲がり防止、歩留まり向上が期待できる。","⑤人工乾燥の最後の工程に行う調湿処理には、断面含水率や個体別含水率を均一にするためのイコーライジングと乾燥応力を除去するためのコンディショニングがある。"
"2024","32","木材の保存に関する次の記述のうち、最も不適切なものはどれか。","4","①乾材害虫による被害は、ヒラタキクイムシによる食害が代表的であり、ラワン、ナラなどが被害を受けやすい。","②木材の腐朽には、褐色腐朽、白色腐朽、軟腐朽があり、褐色腐朽や軟腐朽ではリグニンがほとんど分解されない。","③木材変色菌類は、材中の抽出成分を利用するだけで主要成分を分解せず、木材の強度低下を生じさせない。","④木材の腐朽は、含水率が繊維飽和点以下で自由水がない状態で発生しやすい。","⑤ヤマトシロアリは、比較的含水率の高い木材を好み特別な巣を作らないが、イエシロアリは、乾燥した木材でも加害し塊状の巣を作る。"
"2024","33","木質材料と木質構造に関する次の記述のうち、最も不適切なものはどれか。","2","①軸組構法とは、軸材料で土台、柱、梁・桁材などの架構を形成し、そこに合板などの面材料を貼って床や壁、屋根を構成することで建物を造る構法である。","②木質Ⅰ型梁とは、製材などで梯子梁を作り、そこに合板などの面材料を接着又はくぎ打ちした部材である。","③金物を用いた接合では、くぎや木ねじ、ドリフトピン、ラグスクリューなどの曲げ降伏型接合具を使用する。接合具の降伏耐力などを計算で予測できることから木質構造の設計で多用されている。","④製材の日本農林規格における機械等級区分構造用製材は、曲げヤング係数と曲げ強度の相関が高いことを利用して、製材のヤング係数を測定し、そのヤング係数に基づいてE50〜E150の等級に区分する。","⑤木質ボード類は製造時に圧縮成形されるため、厚さ方向の寸法変化が著しく大きい。"
"2024","34","木材の化学成分に関する次の記述のうち、最も不適切なものはどれか。","4","①木材中のセルロースとヘミセルロースは、いずれも高分子炭水化物であり、2つを合わせてホロセルロースと呼称されている。","②セルロースの分子鎖は、集合してミクロフィブリルと呼ばれる束状の構造となり、細胞壁を構成している。","③リグニンは、無定形の高分子物質で、一部は部分的にヘミセルロースと共有結合している。","④木材を元素組成で見ると、およそ50%が炭素であることに種間の差は少ないが、水素、酸素の割合は針葉樹と広葉樹で大きく異なる。","⑤木材抽出成分は、水や有機溶媒による抽出で容易に得ることができる低分子量の化合物の混合物である。"
