"year","number","question","answer","choice1","choice2","choice3","choice4","choice5"
"2023","11","森林の植物に関するの記述のうち、最も不適切なものはどれか。","3","①林植物とは、森林を形成する植物を高さの階層（高木・亜高木・低木など）で区分した場合，低木階以下を総称していう。","②指標植物とは、気象・土壌などの環境条件を示す指標となる植物又は植物群落をいう。","③裸子植物とは、種子植物を大別した際に被子植物に対応するもので、代表的な種では、モミ、ケヤキなどが該当する。","④乾生植物とは、大気が乾燥した地域や土壌中の水分量が少ないところに生育する耐乾性植物、及び生理的に吸水困難な状態のところに生育する植物をいう。","⑤塩生植物とは、塩分が多く含まれる土壌に生育する植物の総称であり、一般にはマングローブ類のことをいう場合が多い。"
"2023","12","森林土壌の理化学性とその特徴に関する次の記述のうち、最も不適切なものはどれか。","5","①多くの糸状菌は、木など高等植物と共生関係を持っており、根に付着して土壌に菌※をくまなく伸ばし、細根が到達できない部位からも養水分を吸収して主に供給する。宿主は糸状菌に有機物などエネルギーを与える。","②植物に利用可能な水分は重力水と毛管水であるが、土壌に保持される毛管水は特に重要であり、有効水分とも呼ばれる。","③落葉落枝などで土壌に供給された有機物は、土壌微生物に取り込まれると最終的に水とCOzにまで分解される。土壌表面から大気に放出されるCO2は土壌呼吸と呼ばれ、微生物と植物根の呼吸を含み、温度・水分などに影響を受ける。","④土壌の固体・水・空気の容積比は、固相液相，気相の三相組成と呼ばれ、採土円筒で各層位から自然状態の土壌コアを採取して測定する。","⑤土壌中で腐植及び粘土は、グライドを形成しており、いずれもマイナスに帯電していることが多い。そのため、土壌水中のCat、Mg~t、K*などの酸性の陽イオンを吸着保持する能力を持つ。"
"2023","13","森林生態系の物質循環に関する次の記述のうち、最も不適切なものはどれか。","4","①森林生態系では植物による光合成が行われ、その生産物をベースにして食物連鎖がなされている。","②大気中の二酸化炭素は、一次生産者（植物）の葉の気孔から取り入れられて、光合成により糖が合成される。","③養分素のうち窒素を除いたリン、カリウム、カルシウム、マグネシウムなどをミネラルと呼び、その大きな供給源は岩石（鉱物）である。","④窒素は、植物体内のタンパク質やDNAを構成する重要な素であり、大気中に気体として存在する窒素を植物は直接養分として利用している。","⑤土壌中の水分の一部は植物の根から吸い上げられ、光合成の材料として使われ、また、様々な生理機能に大事な役割を果たす。"
"2023","14","環境影響評価と自然再生に関する次の記述のうち、最も不適切なものはどれか。","3","①環境影響評価における自然環境分野では、開発行為が生物多様性や自然との触れ合い活動の場に与える影響が評価され、必要に応じて環境保全措置（ミティゲーション）が実施される。","②スコーピングとは、事業と地域の特性に応じて環境影響評価の方法を検討し、項目や手法の重点化と簡略化を図るための手続きである。事業者は、項目・手法の案を方法書としてとりまとめ、公告・縦覧に供する。","③環境保全措置（ミティゲーション）は、開発が引き起こす自然環境への様々な影響を緩和して、生態系の損失を少なくするための措置であり、維持、原状回復の2つに大別される。","④自然環境アセスメントにおける生物多様性分野のうち動植物については、重要な種植物群落，動物の集団繁殖地などの分布，生育・生息状況が調査され、事業が及ぼす影響が評価される。","⑤自然再生とは、過去に損なわれた生態系その他の自然環境を取り戻すことを目的として、自然環境を保全し，再生し、若しくは創出し、又はその状態を維持管理することとして自然再生推進法（平成14（2002）年公布）で定義されている。"
"2023","15","森林水文に関する次の記述のうち、最も不適切なものはどれか。","3","①土壌中では毛管力や吸着力が働き、土壌が水分を吸収・保持しようとするため、単純に水の多いところから少ないところに水が流れていくわけではない。","②土壌に浸透できる水の量のことを浸透能といい；この浸透能を超えて発生する地表流をホートン型地表流という。","③降雨時や降雨直後は、木の葉に付着した水の蒸発とともに、光合成を行う際に葉の気孔を開いて水蒸気を放出する蒸散も同程度起こる。","④日本の一般的な冠が閉鎖した森林や気候条件では、遮断蒸発と蒸散が同程度であり、林床面蒸発は、蒸発散全体の20%程度である。","⑤日本の森林における年遮断蒸発率（遮断蒸発量／降水量）は10%～30%程度であり、広薬と針葉林で年遮断蒸発率に明確な差はない。"
"2023","16","斜面崩壊に関する次の記述のうち、最も不適切なものはどれか。","1","①斜面崩壊の素因としては、土質強度（土のせん断強度），斜面勾配，土層厚、植生状況をはじめとして様々な要因が挙げられるが、これらの要因のうち、崩壊危険度に最も大きな影響を及ぼすのは斜面勾配である。","②降雨による表層崩壊は、山腹の凹型科面（0次谷）の勾配変化点付近に集中する傾向があり、すべり面の深さは1～2m程度であることが多く、木根茎による緊縛力が、ある程度までは崩壊抑止効果となる。","③深層崩壊では、移動する土塊や岩塊の動きは突発的かつ一過的であり、その移動速度や移動土砂量は大きく、天然ダムが形成される場合もある。","④地すべりとは、土地の一部が地下水等に起因してすべる現象又はこれに伴って移動する現象をいい，地質により主に、第三紀層地すべり、破砕帯地すべり、温泉地すべりなどに分類される。","⑤地すべり防止工には、地形や地下水等の自然条件を変化させて地すべり滑動力と抵抗力のバランスを改善する抑制工と、杭やアンカー等の人工的な構造物の抵抗力により直接抑止する抑止工がある。"
"2023","17","土石流に関する次の記述のうち、最も不適切なものはどれか。","2","①土石流とは、山腹や渓床を構成する土砂や石礫の一部が、水又はスラリーで粒子間隙を満たされた状態で運然一体となって重力の作用を受けて流れ下る流動現象をいう。","②土石流の対策工は、土石流の発生域，流下域、堆積域ごとに考える必要があるが、堆積域の中でも堆積地が広がっているところでの主な対策工としては、土石流の減勢とエネルギー減殺を目的とした透過型のダムの施工がある。","③砂礫型土石流の流れは、先端の石や礫が集中している部分とそれに続く後続流とからなり、特に先端部付近では流れの水深に対して流れを構成する石礫の径が大きい。","④泥流型土石流の流れは、先端部が段波の形状をなし、構成する石礫の径に対し水深が十分に大きく、その速度は砂礫型土石流の2倍～数倍の値を示すことが多い。","⑤土石流の発生時刻は、時間雨量のピーク値の出現と関係が強く、事前に継続的に降雨があり、そこに強い雨が降ると土石流の発生する可能性が高くなる。"
"2023","18","治山ダムに関するの記述のうち、最も不適切なものはどれか。","1","①透水型治山ダムは、堤体内を流水が通過できる構造であり、山脚の固定や流木等浮遊物の捕捉効果は期待できるが、水時の土砂移動の抑止や縦横浸食の防止効果は期待できない。","②治山ダムの袖部は、放水路（水通し）を固定するために設けるが、袖天端には配をつけて両岸が浸食されるのを防止する。","③治山ダム基礎の根入れ深さは、基礎地盤の状況や治山ダムの高さ等の条件により異なるが、一般に単独の治山ダムで基礎地盤が砂礫層の場合は、治山ダムの下流のり先で2～3m程度を確保することが多い。","④重力式ダムは、ダムの自重によって外力に抵抗させようとするもので、治山ダムの大部分は重力式ダムとして設計されている。","⑤重力式コンクリートダムの堤体は、ダムの自重及び諸外力の合力の作用線が堤底の中1／3以内であれば引張応力を生じないので破壊に対して安定であるとされている。"
"2023","19","山腹工に関する次の記述のうち、最も不適切なものはどれか。","4","①丸太積土留工は、一般に間伐材等の丸太を骨格となる部材として使用し、丸太が腐朽するまでに土留工背面の土砂が植生等により安定することが期待できる場合に用いる。","②斜面の比較的深い崩壊防止を目的とするのり枠工は、抑止力を持つグラウンドアンカ一エと組み合わせて用いる場合が多い。","③張工は、斜面の岩盤や地層等の風化，侵食及び軽微な剥離、小規模な崩壊等を防止することを目的とし、植生の導入を行わない工法である。","④山腹緑化工は、原則として、安定した森林の復を目標とすることから、柵工、筋工等の緑化基礎工を効果的に配置して斜面の安定を確保した後、植栽工により木本類を導入する。","⑤航空実播工は、大面積又は散在的に発生した崩壊地を応急又は緊急に緑化する必要がある場合などに、航空機で種子と肥土等の緑化資材を面状に播く工法である。"
"2023","20","海岸防災林造成に関する次の記述のうち、最も不適切なものはどれか。","5","①海岸防災林造成の種別は、波浪，高潮及び津波の侵入並びに海岸の浸食を防止・軽減する防潮工、飛砂を防止し防風を図る砂丘造成・森林造成に大別される。","②海岸砂地での植栽に当たっては、植栽木によって砂地を早期に被覆し、飛砂の害，乾燥の害を最小限におさえる観点から密植するのが一般的であるが、あまり密植すると、木の生育が阻害される。","③防風林の防風作用が及ぶ範囲は、一般的には風下側で高の20倍程度であるが、防風林の効果が最大に発揮できるように、各種の通風度（密閉度）を持つ林帯を組織的に配置する必要がある。","④海岸林は、波打ち際に近い前面は風衝材形で高も低いが、内陸に向かって材形は正常化し、樹高も高くなる林分の特質を踏まえ、造成及び維持管理を行う必要がある。","⑤防風林の防風効果は、林帯を正面から見た場合に幹・枝・葉の占める割合である密閉度に左右されるが、最適な密度は90%前後で、隙間なく閉鎖されているときに効果が大きい。"
"2023","21","測量に関する次の記述のうち、最も不適切なものはどれか。","2","①コンパス測量の放射法は、測量区域の内部又は外部で、各測点がよく見通せる1点を選び、その点より各測点の磁方位角と距離を測る方法である。","②水準測量は，直接水準測量と間接水準測量に区分され、間接水準測量には水準点などの測量に用いられる昇降式と工事現場の諸点の高さを測る器高式がある。","③多角測量には、既知点間の新点を1つの折線で結んだ単路線トラバース、1つの既知点から始まり出発点に戻って多角形をつくる環状閉合（単一多角形）トラバースなどがある。","④衛星測位とは、測位衛星を用いて位置が明らかでない地球上の点の緯度・経度及び高さを求めることであり、代表的な測位衛星として、米国のGPS，欧州のGalileo，日本のQZSS（みちびき）などがある。","⑤地形測量を行う場合に、空中写真測量と地上量を比べると、空中写真測量は、セオドライトやトータルステーションによる測量よりは精度が悪いが、平板測量よりは精度が良い。"
"2023","22","林道の土工に関する次の記述のうち、最も不適切なものはどれか。","3","①開及び除根に伴い生ずる根株等については、林地への自然，建設資材としての利用等に努める。","②伐開は、基礎地盤付近で植生を除去することとし、盛士区域内の立木については、地山の段切等盛土基礎部の造成に必要な範囲について実施する。","③除根は、盛土箇所にあっては伐開区域内、切土箇所にあっては総幅員内で施工基面下0.5m以内であって、締固めに支障が生じる範囲内について実施する。","④切士のり面の小段は、原則として設けないが、土砂の切士高が10mを超え、のり面が崩落するおそれのある場合や、落石対策工等の基礎を設ける必要がある場合には設置を検討する。","⑤切士のり面勾配は、普通の土砂にあっては1：0.8、緊結度の高い土砂にあっては1:0.6，風化しにくい岩石にあっては1:0.3を目安とする。"
"2023","23","森林作業道作設指針に関する次の記述のうち、最も不適切なものはどれか。","5","①縦断勾配は、現地条件が良い場合には概ね10°（18%）以下とし、やむを得ない場合は、短区間に限り概ね14°（25%）程度とする。","②路体は、堅固な土構造を基本とするが、安全確保や路体維持のため構造物を設置する場合は、丸太組工、ふとんかご、コンクリート構造物、鋼製構造物等の中から必要な機能を有するものを選定する。","③2トン積トラックなど接地圧の高い車両が走行する場合には、路面支持力が得られるよう特に強固に締固めを行うとともに、必要に応じて丸太組による路肩補強工を実施するものとする。","④切士高は、ヘアピンカーブの入口など局所的に高くならざるを得ない場合を除き、のり面の安定などを考慮して、1.5m程度以内とすることが望ましい。","⑤路面の雨水を適切に排水処理するためには、横断配は波形配にすることを原則としたうえで、縦断勾配は可能な限り緩やかにするものとする。"
"2023","24","路に関する次の記述のうち、最も不適切なものはどれか。","1","①林内路網は、役割に応じて林道，林業専用道、森林作業道に区分され、林野庁の調べによると、令和2（2020）年度末の総延長は、およそ4万km、路網密度は23.5m／haとなっている。","②林道密度は、林道延長を森林面積で除した単位森林面積内の林道延長であり、単位は［m/ha］で表され、林道の整備水準を表す指標である。","③森林計画制度における目標林道密度は、当初は中欧方式で決定され、1970年代にはマチュースのコストミニマム方式に基づく適正林道密度式が採用された。","④森林資源に関する基本計画での目標路網密度の算定根拠は、昭和55（1980）年には基礎路網密度公式が，昭和62（1987）年には複合的路密度式が、平成13（2001）年には距離基準方式が用いられた。","⑤距離基準方式による目標林道密度は、林道密度d［m/ha］，最大集材距離』［m］，迂回率〃とした場合，交式で表される。d=—(10^4)*(1+n)/2a"
"2023","25","ワイヤロープに関するの記述のうち、最も不適切なものはどれか。","4","①ワイヤロープは、ワイヤをより合わせてストランドとし、心網を中心にストランドをより合わせて形づくられている。","②ロープのより方向には「Zより」と「Sより」があり、特に指定しない限り「Zより」となる。","③ストランドのより方向とロープのより方向が異なる物を「普通より」、同じより方向の物を「ラングより」という。","④ワイヤを多層に配置する方法として、各層のワイヤが同じより角の「平行より」と各層のワイヤが同じピッチの「交差より」がある。","⑤平行よりのストランドの断面には、フィラー形、シール形、ウォーリントン形、ウォーリントンシール形などがある。"
"2023","26","車両系機械に関する次の記述のうち、最も不適切なものはどれか。","2","①.車両系機械は、その走行装置によって装輪式と装軌式に大別され、前方に車輪，後方に無限軌道を備えた半装軌式もある。","②装軌式は、走行速度を高くでき、障害物乗り越え性能に優れるが、傾斜地での安定性は劣る。装輪式は、接地圧が低く軟弱地の走行に適しているが、走行速度は低い。","③装輪式車両の操舵方式には、前（後）輪操舵方式、総輪操舵式、アーティキュレート式操舵方式などがある。半装軌式車両の多くはアーティキュレート式操舵方式である。","④アーティキュレート式操舵方式の車両は、車体の前部と後部とを屈折軸で連結した構造をしており、この軸を屈折させて旋回するため、車体長が同等のほかの操舵方式の車両に比べ旋回半径を小さくできる。","⑤左右の履帯の速度差を利用して旋回する方式をスキッドステアリング方式と呼び、片方の履帯を停止すれば借地旋回、両方の履帯を逆方向に駆動すれば超地旋回になる。"
"2023","27","令和3年度森林・林業白書（令和4年5月31日公表）による林業労働力に関する次の記述のうち、最も不適切なものはどれか。","2","①平成29（2017）年から令和元（2019）年までの3年間の林業労働者の死亡災害の発生状況は、経験年数の少ない者に多く発生し、作業別では伐木作業中が約7割となっている。","②厚生労働省によると、林業労働における死傷者数は減少傾向にあるが、死傷年千人率は25.5であり、全産業平均のおよそ3倍となっている。","③林業従事者の若年者率（35歳未満の割合）は、近年、全産業の若年者率が低下する中、ほぼ横ばいで推移している。","④「緑の雇用」事業を活用した平成30（2018）年度の新規就業者の3年後（令和2（2020）年度末）の定着率は72%となっている。","⑤森林組合統計によると、年間就業日数210日以上の雇用労働者の割合は上昇しており、令和元（2019）年度では66%と通年雇用化が進展している。"
"2023","28","生産性に関する次の記述のうち、最も不適切なものはどれか。","5","①生産性は、一般に投入量と産出量との比として定義され、技術開発や効率の向上、コスト削減、生産過程の評価、生活水準の評価などの目的に使用される。","②労働生産性P［m※／人日］は、1日平均N［人］の作業者がD［日］間作業し、V［m3］の材を生産したとすれば次式から求められる。PD=V/ND","③伐倒，集材、造材の各工程の労働生産性をそれぞれ、P,Py、Ppとした場合，作業システム全体の労働生産性Pは、次式から求められる。P=1/(1/Pf+1/Py+1/Pp)","④各工程の進め方には、先の工程が終わってから後の工程を行うような各工程を独立して行う直列工程と、各工程を同時並行に連携して行う並列工程がある。","⑤直列工程と並列工程を比較すると、作業システム全体の所要時間は直列工程の方が短くなるが、労働生産性は、工程間の生産速度のバランスや人員配置に注意しないと直列工程の方が下がることになる。"
"2023","29","木材の組織・構造に関する次の記述のうち、最も不適切なものはどれか。","4","①温帯のような四季のある地域の樹木では形成層活動は年単位の周期を持ち、成長の早期に早材，後期に晩材を形成する。","②材面に現れた構成細胞や成長輪の配列状態を一般に木理といい、軸方向要素の細胞が幹軸あるいは製材品の軸方向に平行に配列しているものを通直木理と呼ぶ。","③細胞壁の一枚壁は薄層で、ミクロフィブリルが比較的疎であるが、二次壁は厚く、ミクロフィブリルは密である。","④水の通道にかかわる道管や木部繊維及び仮道管は、成熟完了と同時に原形質を消失して死細胞となり、貯蔵機能を持つ細胞もこれらとほぼ同時に死細胞となり心材化が完了する。","⑤木部組織は、針葉樹では仮道管と放射細胞等、広葉樹では道管要素、木部繊維、軸方向柔細胞と放射細胞等が主な構成要素となっている。"
"2023","30","木材の物理的・力学的性質に関する次の記述のうち、最も不適切なものはどれか。","3","①木材の空隙率は、密度が大きくなるほど小さくなり、種により11%～93%程度大きな幅がある。","②木材の動的弾性率は、繊維飽和点以下の含水率では含水率の増加に伴い減少傾向を示すが、繊維飽和点以上の含水率ではほとんど変化しない。","③木材は、使用環境における周囲の温湿度の変化に応じて水分を吸湿あるいは放湿して寸法が変化する。水分による木材の膨潤と収縮は、細胞壁の結晶領域に水分が出入りし、細胞壁の寸法を変化させることによって生じる。","④日本産業規格（JIS）で規定されている木材の試験方法は無欠点の小試験体を対象としたものである。一方、大きな材料では節などの父点が含まれる確率が高くなるため強度が低下する。この現象を寸法効果と呼ぶ。","⑤応力緩和とは、粘弾性体に瞬間的に一定変形を与えると弾性的変形により応力が生じるが、その後，その変形を維持すると粘性流体の性質が現れて応力が減少する現象である。"
"2023","31","木材の機械加工に関するの記述のうち、最も不適切なものはどれか。","2","①角穴の加工は、ビットを「角のみ」に挿入し、「角のみ」の中で回転するビットによって丸穴の加工を行うと同時に、その周辺部を「角のみ」の四隅で押し切りして行う。","②縮み型の切削は、切削角、切込み量がともに小さいときに発生し、刃先のごく近くでの微小な先割れが連続的に発生して流れるように切りが生成される。","③刃先の際耗機構には、切削抵抗による力学的作用、刃先先端の被削材との摩擦によって生じる熱的作用、化学的な作用である腐食がある。","④製材工程において、丸太をどのように分割するかを決定することを木取りと呼び、丸太の体積に対して得られた製材の材積の割合を歩留まりと呼ぶ。","⑤単板切削とは、丸太の両木口を回転軸に固定し、高速で回転させながら、長いナイフ状の刃物を側面方向から押し当て、桂むきの形式で単板を製造する切削方法である。"
"2023","32","木材の性質・乾燥に関する次の記述のうち、最も不適切なものはどれか。","2","①高温セット処理は、乾球温度100°C以上の高温雰囲気下でドライングセットを形成させ，材面割れの抑制を目的としたものである。","②木材の試験方法の日本産業規格（JISZ2101）では、木材中の含水率は次式により計算する。U=-(m-mo)/mx100(%)ここで、u：含水率、m：水分を含んでいる木材の質量、mo：水分を含まない木材の質量である。","③天然乾燥は、木材を自然に乾燥させる方法で、長期間の天然乾燥を行った木材はほぼ一定の含水率にそろうため、その後人工乾燥を行うと仕上がり含水率のばらつきが少なくなる。","④乾燥スケジュールとは、木材の人工乾燥において、種，材種，材質，含水率状態に応じた、乾燥装置内の制御すべき温度、湿度などの基準である。","⑤乾燥の操作では、まず材の桟積みが必要であり、狂いを防止するために桟積みの最上部に重しを置く。"
"2023","33","木材の保存に関するの記述のうち、最も不適切なものはどれか。","1","①木材の難燃処理に用いられるハロゲン系の薬剤は、木材の熱分解開始温度を低下させ、加熱初期の重量減少を促し、脱水化による水の生成を増加させる。","②木材の腐朽様式は、腐朽材の外観が褐色になる褐色腐朽、灰白色になる白色腐朽、表面から軟化する軟腐朽に大別されている。","③防腐・防虫等の保存剤の注入が困難な木材では、インサイジングと称して材表面に多数の小さい傷を付けて、木材中に薬剤を浸透しやすくすることがある。","④屋外で使用する木材には、展色剤としての脂のほかに防腐・防虫剤や防かび剤，撥水剤，顔料等が添加された木材保護着色塗料や木材防腐塗料が使用される場合が多い。","⑤我が国に生息する木材の加害シロアリの中で、木造建築物等を加害して大きな被害を与えるのは、イエシロアリとヤマトシロアリである。"
"2023","34","木材の接着に関する次の記述のうち、最も不適切なものはどれか。","1","①木材接着物に機械的試験を行うと最も弱い部分から破壊が生じるが、界面破壊（接着破壊）が起これば良好な接着といえる。","②水性高分子ーイソシアネート系接着剤は、部分けん化のポリビニルアルコールなどから成る水溶性高分子を主剤とし、イソシアネート化合物の架橋剤によって硬化させる接着剤である。","③平滑な表面では、少ない塗布量で低い圧締圧力でも良好な接着が得られやすいが、過度に表面を平滑にしても接着性はあまり改善せず、場合によっては低下する。","④木材の板日面、まさ目面、木口面のそれぞれの組合せによるせん断接着強度は、木口面が組み合わさった場合に低い傾向がある。","⑤接着剤を塗布してから挽き板などを重ね合わせるまでの時間を開放堆積時間、重ね合わせてから圧締するまでの時間を閉鎖堆積時間という。"
