"year","number","question","answer","choice1","choice2","choice3","choice4","choice5"
"2025","15","治山事業に関する次の記述のうち、最も不適切なものはどれか。","1","①保安施設事業は、森林法第25条第1項第1号（水源かん養）から第11号（名所又は旧跡の風致の保存）までに掲げる保安林の指定の目的を達成するため、森林の造成事業又は森林の造成若しくは維持に必要な事業をいう。","②民有林直轄治山事業は、国土の保全上特に重要であると認められ、事業の規模が著しく大であるとき、事業が高度の技術を必要とするとき等において、都道府県の要請も踏まえ、国が国有林野以外の森林又は原野その他の土地において実施する。","③治山事業とは、森林法に規定する保安施設事業及び地すべり等防止法に規定する地すべり防止工事又はぼた山崩壊防止工事に関する事業をいう。","④地すべり等防止法での地すべりとは、土地の一部が地下水等に起因してすべる現象又はこれに伴って移動する現象をいう。","⑤砂防は、山地上流域から下流へ流出する土砂流木，水などによる災害を防止若しくは軽減するものであり、治山は、森林の荒廃による災害を防止・軽減し、森林の復や保全と適切な防災施設の配置により、その森林が有する特定の公益的機能を保全・補完するものである。"
"2025","16","森林の水文現象に関する次の記述のうち、最も不適切なものはどれか。","4","①森林の地表面流は、降雨余剰から発生するホートン型地表流と、地下水面が地上まで到達し、地表面流となる復帰流（飽和地表流）に分けられる。","②冠に到達した降水のうち冠に付着した水分は、林床へ滴下する冠滴下雨成分、蒸発して大気に戻る冠遮断成分、幹を伝わって林床へ到達する幹流成分に分けられる。","③林地斜面の透水性は、深さとともに低下する傾向があり、透水性が浸透強度に比べて小さくなる深度まで雨水が到達すると一時的な地下水帯が形成され、斜面下方に向かって土層内に移動し河道に流出する。この土層内の流れを飽和側方流と呼ぶ。","④雨水は種々のプロセスを経て斜面から流出し、山地河川の流出波形を形成するが、流出強度の時系列を示した図はハイエトグラフと呼ばれ、これに対して降雨強度の時系列を示した図はハイドログラフと呼ばれている。","⑤流出解析には、合理式，単位図法、貯留関数法やタンクモデルなど種々の手法が提示されている。そのうち、合理式は治山堰堤の放水路などの設計の際に、計画水流量を見積もる手法として用いられる。"
"2025","17","土石流に関する次の記述のうち、最も不適切なものはどれか。","4","①土石流は、その流動特性から、粘土やシルトなどのような微細粒子と水からなる高濃度泥流と、砂や石礫のような比較的粗大な粒子と水からなる混合物の2種類に基本的には分類されている。","②土石流とは、水と土砂や石礫からなる混合物が一種の流体となって移動する現象で，日本で古くは山津波，鉄砲水と呼ばれていた。","③土石流の堆積形状は、一般に平面的には先端部が舌状にやや開いた錘型を、縦断的にはほぼ2資曲線に近い形を呈し、横断的には中央部が盛り上がったかまぼこ型を呈している。","④土石流対策用の遮水型ダムは、土石流へッドを構成する巨礫を対象にし、構造物を用いてそれを分離することにより土石流状態から掃流状態に変化させ、また質量を減少させて、土石流の減勢とエネルギー減殺を図るものである。","⑤土石流発生流の河床の堆積構造は、大小さまざまの石礫や土砂が複雑に混じりあった非層状構造を呈するのが特徴である。"
"2025","18","治山ダムに関するの記述のうち、最も不適切なものはどれか。","3","①治山ダムは、構造上の安定方式からは、重力式、アーチ式、バットレス式等に分けられる。","②重力式治山ダムは、その安定を保つために、堤体が転倒を引き起こさないこと、堤体が滑動を引き起こさないこと、堤体の最大応力に対して破壊を引き起こさないこと、堤体の最大応力に対して基礎地盤の地耐力が十分であること、の4条件を満たすものでなければならない。","③コンクリートブロック治山ダムは、基礎地盤が岩盤の場合又は短期間に工事を完成させる必要がない場合に用いられる。","④治山ダムの水抜きは、施工中の排水及び推砂後の浸透水圧の軽減が可能となるように設置する。また、堤体の弱点とならないようにその位置、大きさに配慮しなければならない。","⑤治山ダムの放水路断面は、洪水時に流水とともに流下する砂礫，流木、土石流等を考慮して、余裕を見込んで決定しなければならない。"
"2025","19","渓流工事に関するの記述のうち、最も不適切なものはどれか。","3","①流路工は、流路を固定して乱流を防止するとともに縦断配を規制して、縦横侵食の防止を図ることを目的とする。","②護岸工は、流水による渓岸の横侵食の防止及び山腹崩壊の防止又は山腹工の基礎とすることを目的とする。","③護岸工は、一般には自立式護岸工が多いが、必要に応じもたれ式護岸工を用いる。また、護岸工ののり勾配は、河床勾配が急なほど勾配とするのが一般的である。","④水制工は、流心を渓岸から遠ざけ、流路を規制し、渓岸の侵食防止又は護岸の洗掘防止を図ることを目的とする。","⑤床固工は、縦侵食を防止して渓床の安定と堆積物の再移動の防止，護岸などの工作物の基礎保護及び整流機能をもつ。"
"2025","20","山腹工に関する次の記述のうち、最も不適切なものはどれか。","5","①山腹工は、その機能により、山腹斜面の安定を図る土木的工法の山腹基礎工，山腹斜面の植生を回復するための山腹緑化工及び落石の防止・軽減を図る落石防止工に分類される。","②のり切工は、崩壊地外縁及び内部の崩壊のおそれのある部分に対して、より安定した勾配に切り均し整形し、崩壊及び崩壊の拡大を防止することを目的とする。","③落石予防工は、落石の発生源における対策であり、落下するおそれのある浮石・転石又は亀裂の多い露岩を除去又は固定して、落石の発生を防止することを目的とする。","④実播工に使用する種子の選択及び組合せは、それぞれの植物の特徴を十分把握し、周辺環境を考慮のうえ、最も適切な組合せとなるように決定するが、一般に、早期の緑化による表面侵食防止効果を期待することから、草本類を主体とした方式が用いられる。","⑤筋工は，山腹基礎工に分類され、崩壊地内にある不安定士砂を固定して崩壊を防止するとともに，植生の早期導入のため生育環境の改善を図ることを目的とする。"
"2025","21","量に関する次の記述のうち、最も不適切なものはどれか。","2","①航空レーザー測量は、航空機から照射したレーザーパルスの反射時間から航空機と地表との距離を計測し、航空機の位置情報と合わせて3次元座標を求める量である。","②多角測量は、地表面の離れた諸点を結んで三角形の鎖や網を形づくり、三角網の内角や辺長を測定して水平位置を決定する、古くから用いられてきた基準点測量方式の1つである。","③GNSSとは，米国のGPSや日本のQZSS（みちびき）などの測位衛星からの言号を用いて位置を決定する衛星測位システムの総称である。","④器高式直接水準量は、1点に据えたレベルから、周辺のいくつかの点に立てた標を視準して各点の地盤高を定める方法で、工事現場内の諸点の高さを測定したり施工基準面を設定したりするとき等に用いられる。","⑤写真測量は、異なる位置や方向から同領域を撮影した複数枚の写真・画像を用いて3次元計測を行う技術のことで、大別すると、空中写真測量と近接写真測量がある。"
"2025","22","林道の設計に関する次の記述のうち、最も不適切なものはどれか。","3","①縦断測量では、平面測量の終了後、中心杭の地盤高を測量する。","②林道で用いられる曲線には、円曲線、クロソイド曲線、複合曲線，S字曲線などがある。","③曲線の設定方法には、交角法，偏角法（偏倚角法），進出法などがあり、円曲線を挿入する場合は偏角法を用いて曲線杭を設定する。また、曲線中の測点杭、プラス杭などは交角法、接線オフセット法などを用いて設定する。","④平面測量では、交点（I.P.点）を現地に設定し、起点から水平距離20mごとに番号杭を打設するとともに、曲線部の設定を行い，曲線部では曲線の開始点，中間点，終了点の位置にも杭を打設する。","⑤横断測量では、縦断測量を行った各測点において、路線に直角な方向の起伏を測量する。"
"2025","23","林道の設計における視距に関する次の記述のうち、最も不適切なものはどれか。","2","①すれ違い可能な幅員の林道における避走視距とは、前方に対向車を認めたとき、ハンドル操作によって車体を回避させ，衝突を避けることが可能となる距離である。","②視距とは、自動車の運転手が見通し可能な距離のことで、自動車の運転席の高さから車道の中心線上にある高さ10cmの物の頂点を見通すことができる距離である。","③一般に設計速度が大きくなるほど必要となる視距は大きくする必要がある。","④路上の障害物を認めてから制動によって停止するために必要な制動停止視距と、1車線道路で対向する車両との衝突回避に必要な制動停止視距は、理論上，後者が前者の2倍以上となる。","⑤林道の設計速度が30又は20km／時のとき、交通安全施設等を設置すれば視距は15mでもよい。"
"2025","24","森林作業道に関する次の記述のうち、最も不適切なものはどれか。","4","①作設に不向きな黒ぼくや粘土質のローム等の場合は、必要な路面支持力を確保し、路面侵食等を防止するため、路面に砕石を施すなどの対策を行う。","②作設箇所については、原則として傾斜35度未満とし、人家、施設，水源地等の保全対象が周囲にない箇所を基本とし、特に保全対象に直接被害を与える箇所は避け、う回方法を適切に決定する。","③急傾斜地の0次谷を含む谷地形や破砕帯など一般的に崩壊しやすい箇所を通過しなければならない場合は、通過する区間を極力短くする。","④盛士の土量が不足する場合は、盛土前後の路高の調整など縦方向での土量調整を行って補うのではなく、切士を高くして山側から谷側への横方向での土量調整を行う。","⑤風衝の影響を受ける箇所は、切士のり頭の立木が風で揺れることにより、土質条件にかかわらず切士のり頭部の地盤を緩める原因になりやすいことから、立木が残らないよう伐開幅を広めにする。"
"2025","25","チェーンソーを用いた代木作業等の安全に関する次の記述のうち、最も不適切なものはどれか。","1","①キックバックを避けるために、チェーンソーのガイドバー先端の上側で払いを行う。","②追い切りは受け口の高さの下から2／3程度の位置とし、水平に切り込む。","③かかり木処理を行う場合は、かかり木にかかられている立木を伐倒し、又はかかり木に突させるためにかかり木以外の立木を伐倒してはならない。","④伐倒における受け口は、伐倒向を確実にするためや、伐倒する際の材の裂けや芯抜けを防ぐために設ける。","⑤チェーンソーはできる限り軽量なものを選定し、大型のものは胸高直径70cm以上の立木の伐倒等のやむを得ない場合に限って使用する。"
"2025","26","林業機械に関するの記述のうち、最も不適切なものはどれか。","2","①プロセッサは、集材された枝付きの木をつかみ、枝払い、玉切り、集積する機械である。","②スイングヤーダは、油圧ショベルに1基の単のウインチを搭載する機械で、油圧ショベルの作業ブームを架線の先柱として利用し、作業中に旋回ができる機械である。","③ハーベスタは、立木を伐倒し，枝払い、玉切りし、集積する機械である。","④タワーヤーダは、支柱（タワー）とウインチ装置をベースマシンに搭載し、タワーを控え索で固定して集材作業を行う機械である。","⑤スキッダは、材の一端をつかむ装置を装備し、材を地引きによりけん引して集材する機械である。"
"2025","27","林業作業のコストに関する次の記述のうち、最も不適切なものはどれか。","2","①機械経費を安くするためには、機械稼働率を高め、年間稼働日数を可能な限り多くすることが必要である。","②高額な林業機械を用いた機械化作業では、一般に固定費の占める割合は小さい。","③作業の生産性や伐出コストを評価するためには、作業量とともに、当該作業の作業時間が必要である。","④変動費は生産数量に比例して増減する費用で、例えば燃料・油脂費や消耗機材費が該当する。","⑤伐出原価は一般に、材料費、労務費とそれらに該当しないその他経費（固定資産の減価償却費・保守修理費・管理費等）から構成されている。"
"2025","28","林業作業に関するの記述のうち、最も不適切なものはどれか。","5","①伐採箇所で倒作業のみを行い，枝葉のついたままで集材することを全木集材といい、伐倒作業後に伐採箇所で枝払いのみを行い、玉切りを行わない長材を集材することを全幹集材という。","②架線系集材作業におけるサイクルタイムは、集材距離や横取り距離が増加するにつれて長くなり、搬器の走行速度，荷下げ速度、荷上げ速度が増加するにつれて短くなる。","③運材作業は、過去には人力や畜力、筏流、木馬、森林鉄道などが使われてきたが、現在は主に林道などを利用したトラック輸送が行われている。","④一定期間内の労働投入量（延作業員数）と総生産量（材積）が明らかになれば、その期間内の平均の労働生産性を算出できる。","⑤巻立て作業とは、椪（はい）から運材トラックに木材を積み込む作業のことをいう。"
"2025","29","木材の組織・構造に関する次の記述のうち、最も不適切なものはどれか。","2","①仮道管と木部繊維の細胞壁二資壁中層のミクロフィブリル傾角は、木材の物性解析において重要な指標となる。","②広葉樹材の構成要素である道管は、道管要素が軸方向に連続しており、その要素間には壁孔が存在している。","③広葉材の横断面に現れる道管の径が、同一年輪内で多少とも均一な木材を散孔材と呼び，カエデ類やカツラなどがそれに相当する。","④幹の中を繊維が右上りあるいは左上りに配向している状態をらせん木理といい、特にカラマツに著しい。","⑤傾斜した幹あるいは枝の上側と下側では形成層の活動に差が生じるため、針葉樹では傾斜の下側に圧縮あて材が、広葉街では傾斜の上側に引張あて材が形成される。"
"2025","30","木材の物理的・力学的性質に関するの記述のうち、最も不適切なものはどれか。","2","①木材の空隙率は、密度が大きくなるほど小さくなり、樹種により大きな幅がある。","②木材は、使用環境における周囲の温湿度の変化に応じて水分を吸湿あるいは放して寸法が変化する。水分による木材の膨潤と収縮は、細胞壁の結晶領域に水分が出入りし、細胞壁の寸法を変化させることによって生じる。","③木材の動的弾性率は、繊維飽和点以下の含水率では含水率の増加に伴い減少傾向を示すが、繊維飽和点以上の含水率ではほとんど変化しない。","④日本産業規格（JIS）で規定されている木材の試験方法は無欠点の小試験体を対象としたものである。一方、大きな材料では節などの欠点が含まれる確率が高くなるため強度が低下する。この現象を寸法効果と呼ぶ。","⑤応力緩和とは、粘弾性体に瞬間的に一定変形を与えると弾性的変形により応力が生じるが、その後、その変形を維持すると粘性流体の性質が現れて応力が減少する現象である。"
"2025","31","木材の乾燥に関する次の記述のうち、最も不適切なものはどれか。","5","①天然乾燥は木材を桟積みして自然に乾燥させる方法で、長期間の天然乾燥を行った不材はほぼ一定の含水率にそろうため、その後人工乾燥を行うと仕上がり含水率のばらつきが少なくなる。","②乾燥初期にはまず表層で乾燥収縮するが、内層部はまだ乾燥収縮しないため、表層で引張応力が生じ、内層部は圧縮応力が生じる。","③板材の乾燥変形には、板目板で表側と木裏側の収縮量が異なるために発生する幅ぞり、繊維方向の収縮率差が大きい場合に起こる縦ぞり、曲がり、ねじれなどがあり、異常組織を含む木材や未成熟材、木理の不整な木材で生じやすい。","④高温セット処理温度が高すぎる場合や処理時間が長すぎる場合には内部割れの増加や強度性能の低下が懸念され、処理時間が短すぎる場合には材面割れが生じる場合がある。","⑤人工乾燥の最後の工程に行うコンディショニングは、断面含水率や個体別含水率を均一にすることを目的とした操作である。"
"2025","32","木材の保存・耐久性に関する次の記述のうち、最も不適切なものはどれか。","2","①変色菌は、セルロースやリグニンをほとんど分解できず、圧縮，曲げ強度に著しい影響を与えないが、衝撃曲げ強度は若干低下することがある。","②木材は腐朽の様式により褐色腐朽，白色腐朽、軟腐朽の3種に大別される。白色腐朽菌の多くは針葉樹を好んで腐析することから、我が国の木造住宅における主要な害菌とみなされている。","③日本に生息するシロアリのうち、現実的にその被害が問題となるのはヤマトシロアリ、イエシロアリ、ダイコクシロアリ、アメリカカンザイシロアリなどである。","④木材の表面は紫外線を吸収するため紫外線自体は木材内部まで浸透できないので、光劣化は表面から数ミリ以下に限られる。","⑤木材の難燃化に使用される薬剤には、ホウ素系，リン系、ハロゲン系，無機系等があり、木材に注入する添加型の水溶性薬剤が主流である。"
"2025","33","木質材料に関する次の記述のうち、最も不適切なものはどれか。","5","①製材の日本農林規格には、造作用製材，目視等級区分構造用製材，機械等級区分構造用製材、下地用製材、広葉樹製材がある。","②集成材の日本農林規格には、造作用集成材，化粧ばり造作用集成材，構造用集成材，化粧ばり構造用集成柱がある。","③単板積層材の日本農林規格には，造作用単板積層材と構造用単板積層材があり、構造用単板積層材はさらにA種構造用単板積層材とB種構造用単板積層材に分かれている。","④合板の日本農林規格には、普通合板，コンクリート型枠用合板，構造用合板，化粧ばり構造用合板，天然木化粧合板，特殊加工化粧合板がある。","⑤パーティクルボードは日本産業規格において、密度、用途及び製法によってインシュレーションボード、MDF、ハードボードに区分されている。"
"2025","34","木材の化学成分に関する次の記述のうち、最も不適切なものはどれか。","3","①ナノセルロースは、セルロースミクロフィブリル単位、あるいはその集合体として幅が数十nm以下にまで分離・分散した植物由来のナノ素材であり、代表的な物質としてセルロースナノクリスタルやセルロースナノファイバーがある。","②機械パルプは、機械的せん断力によって木材組織の繊維間の細胞間層を破壊して繊維が単離されたパルプである。","③パルプ繊維の主体は、針葉樹では仮道管、広葉樹では木部繊維又は繊維状仮道管であり、広葉樹パルプを原料とする紙は、針葉樹パルプの紙に比べて高強度の紙が得られやすい。","④ヘミセルロースの主要成分であるキシランから得られたキシロースは食品着色剤，甘味料などの用途があり、還元によって得られるキシリトールは化粧品や医薬品に利用されている。","⑤タンニンは、温水によって抽出されるポリフェノール成分で、塩化第二鉄により青色に星色し、アルカロイド及びタンパク質と結合して沈殿を生ずる化合物である。"
"2025","35","木質バイオマスエネルギー利用に関する次の記述のうち、最も不適切なものはどれか。","3","①木炭（黒，白、粉炭，竹炭及びオガ炭）の国内生産量は、長期的に減少傾向にあるが、飲食店需要の回復等により、令和5（2023）年は前年比19.9%増の2．0万トンとなった。","②販売向け薪の生産量は、石油やガスへの燃料転換等により減少傾向が続いていたが、平成19（2007）年以降は、ピザ窯やパン窯用等としての利用、ストープの販売台数の増加等を背景に増加傾向で推移している。","③FIT制度及びFIP制度の下、各地で木質バイオマスによる発電施設の整備が進んでいる。近年は、出力2,000kW以上の発電施設の稼働数の伸びが大きく、この中には、ガス化熱電併給設備も多く含まれている。","④木質バイオマス発電におけるエネルギー変換効率は、蒸気タービンの場合，通常20～30%程度であるが、熱利用では80%以上を得ることが可能である。","⑤「地域内エコシステム」は、関係者の連携の下、熱利用又は熱電併給により、地域の森林資源を地域内で持続的に活用するものである。"
