"year","number","question","answer","choice1","choice2","choice3","choice4","choice5"
"2021","20","木材の利用に関する次の記述のうち、最も不適切なものはどれか。","3","①集成材は、繊維方向を平行にそろえた複数の板（ラミナ）を接着剤で張り合わせて製造した木質材料であり、強度のばらつきを小さくできる特徴がある。","②単板積層材（LVL）は、薄くスライスした単板（ベニヤ）を繊維方向を平行にそろえて積層・接着した木質材料であり、高い強度と剛性を持ち、強度が比較的均一で、構造材や家具等に用いられる。","③CLT（直交集成板）は、繊維方向が同一方向に平行に積み重なるように接着積層して形成された面材であり、圧縮・引張力に対する抵抗が大きく、合板より変形しにくい特性をもつ。","④木材の燃焼特性として、木材が燃焼した際の表面に形成される炭化層は、熱の伝導を妨げることにより未燃材部分の過度な温度上昇を防ぐ働きがあることが知られている。","⑤構造用木材の強度を表すために、曲げ強度（MOR）、縦圧縮強度（UCS）、縦引張強度（UTS）などが使用されており、これらの値は木材の使用目的に応じた設計に利用される。"
"2021","21","木材の乾燥に関する次の記述のうち、最も不適切なものはどれか。","5","①木材は、木取り（製材）後の生材の状態で、含水率が100%を超えることがある。","②木材の気乾状態とは、使用する室内の雰囲気の温湿度条件と平衡した含水率の状態であり、一般的な室内環境では、含水率が12〜15%前後の状態を指す。","③木材の繊維飽和点は樹種によって差があるが、概ね含水率25〜30%の状態であり、繊維飽和点以下になると乾燥収縮が起こる。","④人工乾燥には、木材に蒸気を当てて乾燥させる蒸気式や、高周波電流を利用して木材内部を直接加熱して乾燥させる高周波式など様々な方法がある。","⑤木材の乾燥に伴う含水率の変化は、繊維方向・板目面・柾目面のどの方向においても一様に生じるため、乾燥後の寸法の変化も各方向で等しい。"
"2021","22","木材・木質材料の特性に関する次の記述のうち、最も不適切なものはどれか。","5","①木材の熱伝導率は鉄やコンクリートに比べて非常に小さく、断熱性が高い。","②木材の熱膨張係数（線膨張係数）は鉄やコンクリートに比べて非常に小さいが、乾燥収縮が起こるため、実際の構造物においては温度変化に伴う寸法変化には注意が必要である。","③木材の比強度（単位重量当たりの強度）は、一般的に鉄やコンクリートと比べると同等あるいはそれ以上とも言われており、建築構造材として有利な特性を持っている。","④木材の防腐処理は、木材防腐剤（クレオソート油等）を木材に浸透させることで木材腐朽菌の繁殖を抑制し、木材の耐朽性を向上させる処理であり、適切な防腐処理を施した木材は屋外での耐用年数が飛躍的に向上する。","⑤加熱によって木材表面が炭化すると、燃焼が急激に進行するため、木材はコンクリート等と比較して火災時に構造体としての耐力を急激に失いやすい特性を持つ。"
"2021","23","外来種問題に関する次の記述のうち、最も不適切なものはどれか。","3","①生態系等に被害を及ぼす恐れのある外来種については、「外来生物法（特定外来生物による生態系等に係る被害の防止に関する法律）」に基づき指定・規制されている。","②外来種の問題は動物のみならず植物でも問題となっており、ブラジルチドメグサ、オオカワヂシャ、ボタンウキクサ等が特定外来生物に指定されている。","③外来種の導入が起きると、在来種との種間競争が生じることがあるが、外来種が在来種を駆逐して生態系を大きく変えることは、一般に難しいとされている。","④我が国の侵略的外来種として問題となっているアライグマは北米原産の動物であり、農産物等への被害が深刻化しているため、特定外来生物に指定されている。","⑤ヒアリは特定外来生物に指定されており、強い毒性と攻撃性があり、生態系への被害のみならず人への健康被害（重篤な場合は死亡することもある）も懸念される外来生物である。"
"2021","24","野生鳥獣の保護と管理に関する次の記述のうち、最も不適切なものはどれか。","4","①鳥獣の保護及び管理並びに狩猟の適正化に関する法律（鳥獣保護管理法）において、鳥獣の捕獲等は原則禁止されており、捕獲等をするには、農林水産大臣又は都道府県知事の許可が必要である。","②農林業被害への対応として、市町村鳥獣被害防止計画の策定、被害防止施設の設置や捕獲等を行う「鳥獣被害防止特措法」に基づく対策が進められている。","③ニホンジカの個体数は増加が続いており、近年では、農林業被害が大きな問題となっているほか、ニホンジカが植生をはじめとする生態系への深刻な被害をもたらすことも懸念されている。","④指定管理鳥獣（ニホンジカ・イノシシ）の捕獲に対する国の財政支援において、「認定鳥獣捕獲等事業者」は活動ができないため、地域の猟友会や捕獲隊の活動が中心となっている。","⑤ニホンザル、シカ、イノシシ、クマ等の野生鳥獣による農林業被害は、近年被害金額が200億円前後で推移しており、農業被害のみならず、林業被害も大きな問題となっている。"
"2021","25","生物多様性に関する次の記述のうち、最も不適切なものはどれか。","2","①生物多様性は「種内の遺伝的多様性」「種の多様性」「生態系の多様性」の3つの側面からなり、これら全ての多様性を保全していくことが重要とされている。","②生物多様性条約は2010年に名古屋において第10回締約国会議（COP10）が開催され、「名古屋議定書」が採択されたが、日本はまだこの条約を批准していない。","③生物多様性の損失要因は、「生息地の破壊・改変」「乱獲」「外来種・病気の侵入」「地球温暖化等の気候変動」と整理されている。","④世界の生物多様性の保全を目的として設立された機関として、「生物多様性に関する政府間科学政策プラットフォーム（IPBES）」が2012年に設立されている。","⑤里山は、農林業などの人間活動が地域の自然環境に深く影響を与えることで形成されており、その適切な管理が途絶えると生物多様性が失われる恐れがある。"
"2021","26","森林生態系に関する次の記述のうち、最も不適切なものはどれか。","2","①森林の成長（遷移）は、一般的に草原→低木林→陽樹林→陰樹林（→極相）という過程をたどるとされており、最終段階の極相においては安定した森林（極相林）が形成される。","②陽樹は、強光のもとでの光合成速度が低くなるため、弱光条件でも成長できる一方、陰樹は強光下でのみ成長が可能であるという特性がある。","③森林生態系の物質生産として、樹木が光合成によって同化した有機物量から、呼吸によって消費した有機物量を差し引いた値を純一次生産量（NPP）という。","④森林生態系の物質循環において、有機物から無機物への分解（リターの分解）はおもに微生物によって担われており、特に土壌中の細菌・菌根菌・腐生菌類等がこの分解に深く関与している。","⑤植物の生活様式の進化の観点から、古い植物（花被のない裸子植物のシダ・コケ類）から新しい植物（被子植物）への変化が遷移の過程として現れるとする「生態学的遷移」理論がある。"
"2021","27","森林における野生生物の生態に関する次の記述のうち、最も不適切なものはどれか。","3","①ヤマネ（ニホンヤマネ）は、夏に堅果類（ドングリ等）を食べ脂肪を蓄え、10月頃から春まで冬眠する。全身柔らかく毛で覆われ、尾の先だけに黒い筋がある小型の哺乳類である。","②ニホンカモシカは、ウシ目（偶蹄目）ウシ科の動物で、国の特別天然記念物に指定されている。角は雌雄ともに存在し、枝分かれしない一本角であることが特徴である。","③ニホンオオカミは、ニホン固有種であり、江戸時代に食肉目（ネコ目）イヌ科の動物として生息が確認されていたが、明治末期ごろに絶滅したとされている。ニホンオオカミの絶滅原因として、家畜への被害（農業被害も含む）対策としての駆除と、狂犬病などの疾病が挙げられる。ただし「ニホンオオカミは現在も生存している」という説もある。","④ヒグマは、本州以南には生息せず、北海道のみに生息するクマ科の野生動物（ニホンクマ属）である。北海道に生息するヒグマのの体重は概ね100〜500kgで、主に草食性だが、雑食性でもある。","⑤ニホンイノシシは、ブタと同じイノシシ属に属する野生動物で、全国に生息しており、本来は山地から平野まで広く生息している。体毛は剛毛で暗褐色を呈し、背面の色が腹面より薄い。"
"2021","28","日本の天然記念物（主に森林に関するもの）に関する次の記述のうち、最も不適切なものはどれか。","5","①「天然記念物」とは、文化財保護法に基づき指定される文化財の一種で、動物、植物、地質・鉱物などのうち学術上価値の高いものが指定される。","②屋久島にある「縄文杉」は、実際の樹齢には諸説あるが、7,000年以上とする推定もあり、世界最古の木とも言われることがある。縄文杉は現在、天然記念物に指定されている。","③「春日山原始林」（奈良県）は、奈良時代から禁伐区域として保護されており、多くの野生生物が生息している。世界遺産「古都奈良の文化財」の構成資産の一つであり、天然記念物にも指定されている。","④北海道東部に位置する「霧多布湿原」は、北海道内最大の湿原で広大な湿地帯に多様な湿生植物群落が分布しており、ラムサール条約登録地・天然記念物に指定されている。","⑤「屋久島スギ原始林」（鹿児島県）は、天然記念物に指定されているほか、1993年にユネスコの世界自然遺産に登録されており、特別天然記念物にも指定されている。"
"2021","29","水文・水資源に関する次の記述のうち、最も不適切なものはどれか。","4","①水文循環において、地球上の水は海・陸地・大気の間を蒸発・降水・流出等のプロセスにより循環し、地球の水の総量の約97.5%は海洋に存在している。","②世界の水資源のうち、淡水は約2.5%であるが、その多くは氷河や地下水として存在するため、人間が比較的容易に利用できる河川や湖沼の水は淡水全体の1%にも満たない。","③日本の年降水量は世界平均の約2倍であるが、人口一人当たりの降水量は世界平均の約1/3程度と少なく、水資源は必ずしも豊富とは言えない。","④森林からの蒸発散量を算出する場合に利用するペンマン式は、実蒸発散量を直接計算するために開発された式であり、積雪がない時期であればどのような土地利用条件においても正確な蒸発散量を計算できる。","⑤山地流域の水収支において、年間の蒸発散量（E）＝年間降水量（P）−年間流出量（Q）として求めることができる。"
"2021","30","森林水文・緑地環境に関する次の記述のうち、最も不適切なものはどれか。","3","①山地流域の河川水量について、梅雨などの長雨や台風等の強雨の後は増大し、降雨後の快晴が続くと河川水量は減少するが、地下水が補給されることにより直ちにゼロになることはない。","②土石流は、一般に渓流の勾配が急な山地源流部（20°以上）において発生し、水と土砂・流木等が一体となって高速で流下するため、下流での被害が大きい。","③土壌浸食（雨滴侵食と流水侵食）を抑制するためには、雨滴を受け止め地表を覆う樹木の樹冠を保持・回復することが最も重要であり、樹木の根系の保持は雨滴侵食の防止に寄与しない。","④花崗岩地帯では土壌生成速度が遅い（土壌が薄い）ため、大雨時に表層崩壊（山崩れ）が起こりやすく、また高温乾燥下では花崗岩の風化が進むことでマサと呼ばれる砂礫状の土壌が形成される。","⑤蒸発散量の算出方法として、対象地に設置した蒸発散計での計測値を利用する方法と、水収支から推定する方法等がある。"
"2021","31","林業の採算性に関する次の記述のうち、最も不適切なものはどれか。","5","①林業の収益は、素材（丸太）の価格から製材費・輸送費等を差し引いた部分が山元立木価格として帰属するため、伐採コストの削減が林業収益の改善に直接的に貢献する。","②林業の採算性を考える上で重要な林業利回りとは、造林・保育・伐採に投じたコストの回収に必要な収益率を意味しており、造林費と素材価格の水準が大きく影響する。","③林業の収益性は林分の成立状況や立地条件によって異なり、急傾斜地や高標高地では作業コストが高くなるため、採算がとりにくくなる傾向がある。","④山元立木価格が低下すると林業経営体の採算が悪化し、必要な施業が実施されない「管理放棄」につながる可能性があり、これが林業の採算性悪化の負のサイクルを形成する。","⑤大規模な林業経営体は小規模な経営体と比べて、路網・機械化への大規模投資が可能であることから、どのような立地・条件においても採算がとれることが経営上の強みである。"
"2021","32","森林の測定に関する次の記述のうち、最も不適切なものはどれか。","1","①胸高直径とは、根元から1.2mの位置での直径のことをいい、テープ尺を使って周囲長（幹周）を測定し、π（円周率）で除することで計算できる。","②樹高とは、樹木の根元（地際）から梢端（先端）までの鉛直高のことで、傾斜地では測定地点の水平距離と仰角・俯角から測定することができる。","③材積（幹材積）の推定には、一般に直径と樹高を用いた材積表や材積算出式を利用することが多く、胸高直径（D）と樹高（H）に形数（f）を乗じた材積算出式（V=π/4×D²×H×f）が代表的なものの一つである。","④立木の本数を調査する方法として、固定プロット法のほか、計測点から立木までの距離に応じて選木確率が変わる「バウム法（Bitterlich法）」などがある。","⑤単位面積当たりの材積（林分蓄積）は、調査プロット内の各立木の材積の合計をプロット面積で除することで得られる。"
"2021","33","施業・経営計画に関する次の記述のうち、最も不適切なものはどれか。","3","①森林経営計画は、森林法に基づいて策定が求められるものであり、計画期間は5年間で市町村長の認定を受ける必要がある。","②森林経営計画を作成した場合に受けられる支援として、経営計画対象森林の間伐・造林等に係る補助率の割増や、固定資産税の課税標準の特例が受けられるほか、分収造林契約の特例を受けることができる。","③森林経営計画は、自己所有の森林のみを対象として作成することとされており、委託等による他者所有の森林は対象に含めることができない。","④区域内の森林の所在する市町村の区域を超えて300ha以上の森林を対象として森林経営計画を作成する場合は、都道府県知事の認定を受ける必要がある。","⑤作業プログラムとは、経営体の業務遂行手順を定めたものであり、毎年度の施業計画を記した年度施業計画と、中長期的な方針を記した中長期施業計画から構成される。"
"2021","34","木材流通に関する次の記述のうち、最も不適切なものはどれか。","2","①木材の流通経路は大きく木材市場経由と工場直送（市場外流通）に分けられ、近年は素材の市場外流通の割合が拡大している。","②我が国の木材の輸入は、1960年代以降急速に拡大し、2002年（平成14年）には木材自給率が最低の約19%にまで落ち込んだが、その後、2019年（令和元年）に約37%にまで回復し、現在では輸入材よりも国産材の使用量が多くなっている。","③流通の合理化や木材価格の安定等を目的として、製材工場・合板工場等が素材の安定確保のために丸太の直送契約を林業事業体等と結ぶ事例が増えている。","④木材の供給量は、年間を通じて一定ではなく、降雪地域では冬季の伐採作業や搬出作業が困難になるなど、季節によって変動する傾向がある。","⑤木材の価格は、需給バランスや品質によって変動し、近年では住宅着工数の変動や外国産木材（輸入材）の価格動向が国内木材価格に大きな影響を与えている。"
"2021","35","木材産業に関する次の記述のうち、最も不適切なものはどれか。","4","①製材品の主な用途は住宅部材・建築材料であり、スギやヒノキ等の針葉樹材が中心的に使用されている。","②合板は、丸太から薄くむいた単板（ベニヤ）を奇数枚、繊維方向が直交するように積層・接着して製造されており、均一な強度と寸法安定性が特徴である。","③木質バイオマスエネルギーとして、製材端材・林地残材・廃木材等のバイオマスを直接燃焼、あるいはチップや木質ペレットなどに加工して燃料として利用する方法がある。","④日本の木材産業において、大手製材メーカーや合板メーカーによる大型製材工場や合板工場の整備が進み、2019年（令和元年）現在では全国の製材工場の多くが1日当たり原木消費量100m3以上の大型工場となっている。","⑤木材チップは、ペーパーリサイクルや木質ペレット・バイオマス発電等の燃料として利用されているほか、近年ではマテリアル利用として木質ボード（MDF・パーティクルボード等）の原料にも利用されている。"
